label,full_text,username,clean_text,stemmed_text
netral,@LiaInd_ 081584114040 dengan centang hijau(verified)\nFacebook: Bank Syariah Indonesia dengan centang biru (verified)\nTwitter: @bankbsi_id dengan centang biru (verified)\nLivechat: https://t.co/KgD0OPHhzs\nInstagram: @banksyariahindonesia dengan centang ,bankbsi_id,liaind_ dengan centang hijauverifiednfacebook bank syariah dengan centang biru verifiedntwitter bankbsi_id dengan centang biru verifiednlivechat banksyariahindonesia dengan centang ,liaind dengan centang hijauverifiednfacebook bank syariah dengan centang biru verifiedntwitter bankbsi id dengan centang biru verifiednlivechat banksyariahindonesia dengan centang
positif,@slstari_ biru (verified)\nLivechat: https://t.co/KgD0OPHhzs\nInstagram: @banksyariahindonesia dengan centang biru (verified)\nEmail: contactus@bankbsi.co.id\nSemoga berkah dan sehat selalu. Terima kasih. - Bayu.,bankbsi_id,slstari_ biru verifiednlivechat banksyariahindonesia dengan centang biru verifiednemail contactusbankbsicoidnsemoga berkah dan sehat selalu terima kasih bayu,slstari biru verifiednlivechat banksyariahindonesia dengan centang biru verifiednemail contactusbankbsicoidnsemoga berkah dan sehat selalu terima kasih bayu
positif,@gaagudluking (verified)\nTwitter: @bankbsi_id dengan centang biru (verified)\nLivechat: https://t.co/KgD0OPHhzs\nInstagram: @banksyariahindonesia dengan centang biru (verified)\nEmail: contactus@bankbsi.co.id\nSemoga berkah dan sehat selalu. Terima kasih,bankbsi_id,gaagudluking verifiedntwitter bankbsi_id dengan centang biru verifiednlivechat banksyariahindonesia dengan centang biru verifiednemail contactusbankbsicoidnsemoga berkah dan sehat selalu terima kasih,gaagudluking verifiedntwitter bankbsi id dengan centang biru verifiednlivechat banksyariahindonesia dengan centang biru verifiednemail contactusbankbsicoidnsemoga berkah dan sehat selalu terima kasih
positif,@RaihanAkbarH1 @kikiking135 @banksyariahindonesia dengan centang biru (verified)\nEmail: contactus@bankbsi.co.id\nApabila ada pertanyaan atau keluhan lainnya dapat menghubungi kami melalui DM ya Kak. Semoga berkah dan sehat selalu. Terima kasih -Raufa,bankbsi_id,raihanakbarh kikiking banksyariahindonesia dengan centang biru verifiednemail contactusbankbsicoidnapabila ada pertanyaan atau keluhan lainnya dapat menghubungi kami melalui dm ya kak semoga berkah dan sehat selalu terima kasih raufa,raihanakbarh kikiking banksyariahindonesia dengan centang biru verifiednemail contactusbankbsicoidnapabila ada tanya atau keluh lain dapat hubung kami lalu dm ya kak moga berkah dan sehat selalu terima kasih raufa
positif,Bank Syariah Indonesia membantu masyarakat yang terdampak Gempa Cianjur. serta,,bank syariah membantu masyarakat yang terdampak gempa cianjur serta,bank syariah bantu masyarakat yang dampak gempa cianjur serta
positif,@fahmihdyt https://t.co/KgD0OPHhzs\nInstagram: @banksyariahindonesia dengan centang biru (verified)\nEmail: contactus@bankbsi.co.id\nSemoga berkah dan sehat selalu. Terima kasih -Zakiyah,bankbsi_id,fahmihdyt banksyariahindonesia dengan centang biru verifiednemail contactusbankbsicoidnsemoga berkah dan sehat selalu terima kasih zakiyah,fahmihdyt banksyariahindonesia dengan centang biru verifiednemail contactusbankbsicoidnsemoga berkah dan sehat selalu terima kasih zakiyah
positif,@Younghoonnim https://t.co/KgD0OPHhzs\nInstagram: @banksyariahindonesia dengan centang biru (verified)\nEmail: contactus@bankbsi.co.id\nSemoga berkah dan sehat selalu. Terima kasih -Zakiyah,bankbsi_id,younghoonnim banksyariahindonesia dengan centang biru verifiednemail contactusbankbsicoidnsemoga berkah dan sehat selalu terima kasih zakiyah,younghoonnim banksyariahindonesia dengan centang biru verifiednemail contactusbankbsicoidnsemoga berkah dan sehat selalu terima kasih zakiyah
netral,@gaagudluking 021-80639999\nWhatsapp : 081584114040 dengan centang hijau(verified)\nFacebook: Bank Syariah Indonesia dengan centang biru (verified)\nTwitter: @bankbsi_id dengan centang biru (verified)\nLivechat: https://t.co/KgD0OPHhzs\nInstagram: @banksy,bankbsi_id,gaagudluking nwhatsapp dengan centang hijauverifiednfacebook bank syariah dengan centang biru verifiedntwitter bankbsi_id dengan centang biru verifiednlivechat banksy,gaagudluking nwhatsapp dengan centang hijauverifiednfacebook bank syariah dengan centang biru verifiedntwitter bankbsi id dengan centang biru verifiednlivechat banksy
positif,@faiscopier https://t.co/KgD0OPHPp0\nInstagram: @banksyariahindonesia dengan centang biru (verified)\nEmail: contactus@bankbsi.co.id\nSemoga berkah dan sehat selalu. Terima kasih -Zakiyah,bankbsi_id,faiscopier banksyariahindonesia dengan centang biru verifiednemail contactusbankbsicoidnsemoga berkah dan sehat selalu terima kasih zakiyah,faiscopier banksyariahindonesia dengan centang biru verifiednemail contactusbankbsicoidnsemoga berkah dan sehat selalu terima kasih zakiyah
positif,@perfeksionist (verified)\nTwitter: @bankbsi_id dengan centang biru (verified)\nLivechat: https://t.co/KgD0OPHhzs\nInstagram: @banksyariahindonesia dengan centang biru (verified)\nEmail: contactus@bankbsi.co.id\nSemoga berkah dan sehat selalu. Terima kasi,bankbsi_id,perfeksionist verifiedntwitter bankbsi_id dengan centang biru verifiednlivechat banksyariahindonesia dengan centang biru verifiednemail contactusbankbsicoidnsemoga berkah dan sehat selalu terima kasi,perfeksionist verifiedntwitter bankbsi id dengan centang biru verifiednlivechat banksyariahindonesia dengan centang biru verifiednemail contactusbankbsicoidnsemoga berkah dan sehat selalu terima kasi
positif,@masginta https://t.co/KgD0OPHhzs\nInstagram: @banksyariahindonesia dengan centang biru (verified)\nEmail: contactus@bankbsi.co.id\nSemoga berkah dan sehat selalu. Terima kasih -Zakiyah,bankbsi_id,masginta banksyariahindonesia dengan centang biru verifiednemail contactusbankbsicoidnsemoga berkah dan sehat selalu terima kasih zakiyah,masginta banksyariahindonesia dengan centang biru verifiednemail contactusbankbsicoidnsemoga berkah dan sehat selalu terima kasih zakiyah
netral,@dordor____ centang hijau(verified)\nFacebook: Bank Syariah Indonesia dengan centang biru (verified)\nTwitter: @bankbsi_id dengan centang biru (verified)\nLivechat: https://t.co/KgD0OPHPp0\nInstagram: @banksyariahindonesia dengan centang biru (verified)\n,bankbsi_id,dordor____ centang hijauverifiednfacebook bank syariah dengan centang biru verifiedntwitter bankbsi_id dengan centang biru verifiednlivechat banksyariahindonesia dengan centang biru verifiedn,dordor centang hijauverifiednfacebook bank syariah dengan centang biru verifiedntwitter bankbsi id dengan centang biru verifiednlivechat banksyariahindonesia dengan centang biru verifiedn
positif,@velyaananda https://t.co/KgD0OPHhzs\nInstagram: @banksyariahindonesia dengan centang biru (verified)\nEmail: contactus@bankbsi.co.id\nSemoga berkah dan sehat selalu. Terima kasih. - Bayu.,bankbsi_id,velyaananda banksyariahindonesia dengan centang biru verifiednemail contactusbankbsicoidnsemoga berkah dan sehat selalu terima kasih bayu,velyaananda banksyariahindonesia dengan centang biru verifiednemail contactusbankbsicoidnsemoga berkah dan sehat selalu terima kasih bayu
netral,Musim Hujan telah tiba,,musim hujan telah tiba,musim hujan telah tiba
netral,@gabrielwahyu hijau(verified)\nFacebook: Bank Syariah Indonesia dengan centang biru (verified)\nTwitter: @bankbsi_id dengan centang biru (verified)\nLivechat: https://t.co/KgD0OPHPp0\nInstagram: @banksyariahindonesia dengan centang biru (verified)\nEmail:,bankbsi_id,gabrielwahyu hijauverifiednfacebook bank syariah dengan centang biru verifiedntwitter bankbsi_id dengan centang biru verifiednlivechat banksyariahindonesia dengan centang biru verifiednemail,gabrielwahyu hijauverifiednfacebook bank syariah dengan centang biru verifiedntwitter bankbsi id dengan centang biru verifiednlivechat banksyariahindonesia dengan centang biru verifiednemail
positif,@bankbsi_id Semoga Allah Memudahkan Setiap Langkah Dan Rezekiku. Aamiin yaa robbal'alamiin ðŸ¤²\n\n#BankSyariahIndonesia #MelangkahPasti,meibulanultahku,bankbsi_id semoga allah memudahkan setiap langkah dan rezekiku aamiin yaa robbalalamiin ðÿ²nn ,bankbsi id moga allah mudah tiap langkah dan rezeki aamiin yaa robbalalamiin nn
netral,@arfianykharisma centang hijau (verified)\nFacebook: Bank Syariah Indonesia dengan centang biru (verified)\nTwitter: @bankbsi_id dengan centang biru (verified)\nLivechat: https://t.co/KgD0OPHhzs\nInstagram: @banksyariahindonesia dengan centang biru (verif,bankbsi_id,arfianykharisma centang hijau verifiednfacebook bank syariah dengan centang biru verifiedntwitter bankbsi_id dengan centang biru verifiednlivechat banksyariahindonesia dengan centang biru verif,arfianykharisma centang hijau verifiednfacebook bank syariah dengan centang biru verifiedntwitter bankbsi id dengan centang biru verifiednlivechat banksyariahindonesia dengan centang biru verif
positif,@FNurianda @pninokio dengan centang biru (verified)\nLivechat: https://t.co/KgD0OPHhzs\nInstagram: @banksyariahindonesia dengan centang biru (verified)\nEmail: contactus@bankbsi.co.id\nSemoga berkah dan sehat selalu. Terima kasih -Airin,bankbsi_id,fnurianda pninokio dengan centang biru verifiednlivechat banksyariahindonesia dengan centang biru verifiednemail contactusbankbsicoidnsemoga berkah dan sehat selalu terima kasih airin,fnurianda pninokio dengan centang biru verifiednlivechat banksyariahindonesia dengan centang biru verifiednemail contactusbankbsicoidnsemoga berkah dan sehat selalu terima kasih airin
positif,@perfeksionist biru (verified)\nTwitter: @bankbsi_id dengan centang biru (verified)\nLivechat: https://t.co/KgD0OPHhzs\nInstagram: @banksyariahindonesia dengan centang biru (verified)\nEmail: contactus@bankbsi.co.id\nSemoga berkah dan sehat selalu. Terima,bankbsi_id,perfeksionist biru verifiedntwitter bankbsi_id dengan centang biru verifiednlivechat banksyariahindonesia dengan centang biru verifiednemail contactusbankbsicoidnsemoga berkah dan sehat selalu terima,perfeksionist biru verifiedntwitter bankbsi id dengan centang biru verifiednlivechat banksyariahindonesia dengan centang biru verifiednemail contactusbankbsicoidnsemoga berkah dan sehat selalu terima
netral,@arfianykharisma hijau (verified)\nFacebook: Bank Syariah Indonesia dengan centang biru (verified)\nTwitter: @bankbsi_id dengan centang biru (verified)\nLivechat: https://t.co/KgD0OPHhzs\nInstagram: @banksyariahindonesia dengan centang biru (verified)\nEm,bankbsi_id,arfianykharisma hijau verifiednfacebook bank syariah dengan centang biru verifiedntwitter bankbsi_id dengan centang biru verifiednlivechat banksyariahindonesia dengan centang biru verifiednem,arfianykharisma hijau verifiednfacebook bank syariah dengan centang biru verifiedntwitter bankbsi id dengan centang biru verifiednlivechat banksyariahindonesia dengan centang biru verifiednem
netral,@dordor____ (verified)\nFacebook: Bank Syariah Indonesia dengan centang biru (verified)\nTwitter: @bankbsi_id dengan centang biru (verified)\nLivechat: https://t.co/KgD0OPHPp0\nInstagram: @banksyariahindonesia dengan centang biru (verified)\nEmail: (cont),bankbsi_id,dordor____ verifiednfacebook bank syariah dengan centang biru verifiedntwitter bankbsi_id dengan centang biru verifiednlivechat banksyariahindonesia dengan centang biru verifiednemail cont,dordor verifiednfacebook bank syariah dengan centang biru verifiedntwitter bankbsi id dengan centang biru verifiednlivechat banksyariahindonesia dengan centang biru verifiednemail cont
positif,Assalamualaikum wr.wb.. Sahabat Mulia...\n  \nSelamat Hari Guru Nasional 2022. Guru adalah pahlawan tanpa tanda jasa.\n\n#bprs #yogyakarta #tabungansyariah \n#banksyariahindonesia #bankjogja #banksyariah #BeritaTerkini #viral #explorejogja #beritajogja #guru https://t.co/YYSgqJ36Od,bprsmam,assalamualaikum wrwb sahabat mulian nselamat hari guru nasional guru adalah pahlawan tanpa tanda jasann n ,assalamualaikum wrwb sahabat mulian nselamat hari guru nasional guru adalah pahlawan tanpa tanda jasann n
positif,@rizalmseptian biru (verified)\nLivechat: https://t.co/KgD0OPHhzs\nInstagram: @banksyariahindonesia dengan centang biru (verified)\nEmail: contactus@bankbsi.co.id\nSemoga berkah dan sehat selalu. Terima kasih -Airin,bankbsi_id,rizalmseptian biru verifiednlivechat banksyariahindonesia dengan centang biru verifiednemail contactusbankbsicoidnsemoga berkah dan sehat selalu terima kasih airin,rizalmseptian biru verifiednlivechat banksyariahindonesia dengan centang biru verifiednemail contactusbankbsicoidnsemoga berkah dan sehat selalu terima kasih airin
positif,@jinnieyess centang biru (verified)\nTwitter: @bankbsi_id dengan centang biru (verified)\nLivechat: https://t.co/KgD0OPHhzs\nInstagram: @banksyariahindonesia dengan centang biru (verified)\nEmail: contactus@bankbsi.co.id\nSemoga berkah dan sehat selalu. T,bankbsi_id,jinnieyess centang biru verifiedntwitter bankbsi_id dengan centang biru verifiednlivechat banksyariahindonesia dengan centang biru verifiednemail contactusbankbsicoidnsemoga berkah dan sehat selalu t,jinnieyess centang biru verifiedntwitter bankbsi id dengan centang biru verifiednlivechat banksyariahindonesia dengan centang biru verifiednemail contactusbankbsicoidnsemoga berkah dan sehat selalu t
netral,@rizalmseptian hijau(verified)\nFacebook: Bank Syariah Indonesia dengan centang biru (verified)\nTwitter: @bankbsi_id dengan centang biru (verified)\nLivechat: https://t.co/KgD0OPpGaS\nInstagram: @banksyariahindonesia dengan centang biru (verified)\nEmail,bankbsi_id,rizalmseptian hijauverifiednfacebook bank syariah dengan centang biru verifiedntwitter bankbsi_id dengan centang biru verifiednlivechat banksyariahindonesia dengan centang biru verifiednemail,rizalmseptian hijauverifiednfacebook bank syariah dengan centang biru verifiedntwitter bankbsi id dengan centang biru verifiednlivechat banksyariahindonesia dengan centang biru verifiednemail
positif,@k4crut https://t.co/KgD0OPpGaS\nInstagram: @banksyariahindonesia dengan centang biru (verified)\nEmail: contactus@bankbsi.co.id\nSemoga berkah dan sehat selalu. Terima kasih - Rahmad,bankbsi_id,kcrut banksyariahindonesia dengan centang biru verifiednemail contactusbankbsicoidnsemoga berkah dan sehat selalu terima kasih rahmad,kcrut banksyariahindonesia dengan centang biru verifiednemail contactusbankbsicoidnsemoga berkah dan sehat selalu terima kasih rahmad
positif,@asyhsk @pninokio https://t.co/KgD0OPpGaS\nInstagram: @banksyariahindonesia dengan centang biru (verified)\nEmail: contactus@bankbsi.co.id\nSemoga berkah dan sehat selalu. Terima kasih -Raufa,bankbsi_id,asyhsk pninokio banksyariahindonesia dengan centang biru verifiednemail contactusbankbsicoidnsemoga berkah dan sehat selalu terima kasih raufa,asyhsk pninokio banksyariahindonesia dengan centang biru verifiednemail contactusbankbsicoidnsemoga berkah dan sehat selalu terima kasih raufa
netral,@vanyaputeri_ dengan centang hijau (verified)\nFacebook: Bank Syariah Indonesia dengan centang biru (verified)\nTwitter: @bankbsi_id dengan centang biru (verified)\nLivechat: https://t.co/KgD0OPHhzs\nInstagram: @banksyariahindonesia dengan centang biru (v,bankbsi_id,vanyaputeri_ dengan centang hijau verifiednfacebook bank syariah dengan centang biru verifiedntwitter bankbsi_id dengan centang biru verifiednlivechat banksyariahindonesia dengan centang biru v,vanyaputeri dengan centang hijau verifiednfacebook bank syariah dengan centang biru verifiedntwitter bankbsi id dengan centang biru verifiednlivechat banksyariahindonesia dengan centang biru v
positif,@izulardhian https://t.co/KgD0OPHPp0\nInstagram: @banksyariahindonesia dengan centang biru (verified)\nEmail: contactus@bankbsi.co.id\nSemoga berkah dan sehat selalu. Terima kasih -Raufa,bankbsi_id,izulardhian banksyariahindonesia dengan centang biru verifiednemail contactusbankbsicoidnsemoga berkah dan sehat selalu terima kasih raufa,izulardhian banksyariahindonesia dengan centang biru verifiednemail contactusbankbsicoidnsemoga berkah dan sehat selalu terima kasih raufa
